subject,item,condition,group,frequency_z,length,trial,RT,accuracy,neighbourhood,neighbourhood_z
S10,W068,unrelated,control,-0.6822716459168946,6,14,570,1,11,-0.33623604649530847
S10,W069,related,control,-2.306145484861042,8,75,628,1,6,-1.9898559472919062
S10,W070,unrelated,control,-0.4692453518743268,6,109,638,1,10,-0.666960026654628
S10,W071,related,control,-0.7186668647491127,7,91,635,0,13,0.3252119138233306
S10,W072,unrelated,control,-1.8666945779672184,6,23,1008,0,8,-1.328407986973267
S10,W073,related,control,0.891632901440497,6,29,703,1,15,0.9866598741419697
S10,W074,unrelated,control,0.0035851005184451,7,25,799,1,13,0.3252119138233306
S10,W075,related,control,-0.8296935917886239,8,59,578,1,11,-0.33623604649530847
S10,W076,unrelated,control,0.0063453267125901,6,96,528,1,11,-0.33623604649530847
S10,W077,related,control,-1.3756874142011304,6,16,497,1,7,-1.6591319671325866
S10,W078,unrelated,control,-1.493333612226836,10,114,744,1,8,-1.328407986973267
S10,W079,related,control,0.1139469950564595,6,31,692,1,10,-0.666960026654628
S10,W080,unrelated,control,0.4102184004835469,4,119,365,1,14,0.6559358939826502
S10,W081,related,control,1.1191925348290213,6,89,510,1,17,1.6481078344606088
S10,W082,unrelated,control,-0.0322703529262462,6,32,487,1,11,-0.33623604649530847
S10,W083,related,control,0.1654914468887871,7,62,770,0,14,0.6559358939826502
S10,W084,unrelated,control,0.8719147743400757,7,74,597,1,12,-0.005512066335988933
S10,W085,related,control,-0.8790583874314196,7,97,480,1,13,0.3252119138233306
S10,W086,unrelated,control,-0.7905740078936522,7,22,753,1,8,-1.328407986973267
S10,W087,related,control,0.5846936512450975,6,107,399,1,12,-0.005512066335988933
S10,W088,unrelated,control,-0.8247875085796271,5,105,645,1,9,-0.9976840068139475
S10,W089,related,control,-1.4798537261722209,8,15,714,1,10,-0.666960026654628
S10,W090,unrelated,control,-0.5298687768050517,7,110,579,1,10,-0.666960026654628
S10,W091,related,control,0.0199958773569514,6,35,498,1,13,0.3252119138233306
S10,W092,unrelated,control,0.8827875457824161,5,9,580,1,16,1.3173838543012892
S10,W093,related,control,-0.3951162220036792,6,101,487,0,11,-0.33623604649530847
S10,W094,unrelated,control,-0.2729766410664055,6,113,622,0,14,0.6559358939826502
S10,W095,related,control,-0.8951685051880719,8,88,763,0,9,-0.9976840068139475
S10,W096,unrelated,control,-0.4092407736087192,8,98,908,1,11,-0.33623604649530847
S10,W097,related,control,-0.0617302306989816,5,28,527,1,13,0.3252119138233306
S10,W098,unrelated,control,-0.148276360874164,7,71,574,1,12,-0.005512066335988933
S10,W099,related,control,-0.5593352549066585,6,38,683,1,11,-0.33623604649530847
S10,W100,unrelated,control,0.942231995983134,6,40,711,1,14,0.6559358939826502
S10,W101,related,control,-0.4764940879555429,6,21,682,1,11,-0.33623604649530847
S10,W102,unrelated,control,0.2909020541309749,6,48,499,1,12,-0.005512066335988933
S10,W103,related,control,-0.5886379098238127,8,52,653,1,9,-0.9976840068139475
S10,W104,unrelated,control,-0.1214698405936154,5,4,534,1,11,-0.33623604649530847
S10,W105,related,control,0.9039757269248688,7,19,529,0,16,1.3173838543012892
S10,W106,unrelated,control,0.9500663306709668,5,117,584,1,14,0.6559358939826502
S10,W107,related,control,-0.1048038833831658,7,93,587,1,14,0.6559358939826502
S10,W108,unrelated,control,1.0859079831560388,6,1,488,1,17,1.6481078344606088
S10,W109,related,control,1.4716210444039308,4,41,559,1,16,1.3173838543012892
S10,W110,unrelated,control,-0.6985479929330615,5,7,813,0,12,-0.005512066335988933
S10,W111,related,control,0.0810520811925241,6,100,845,1,12,-0.005512066335988933
S10,W112,unrelated,control,-0.9707136954003068,6,30,749,1,12,-0.005512066335988933
S10,W113,related,control,0.3016402314525866,7,20,378,0,12,-0.005512066335988933
S10,W114,unrelated,control,0.2964810364202688,6,57,628,1,13,0.3252119138233306
S10,W115,related,control,0.9454197977241208,5,87,454,1,14,0.6559358939826502
S10,W116,unrelated,control,0.5722667365127202,5,2,603,0,13,0.3252119138233306
S10,W117,related,control,-0.3562583501967622,6,12,852,1,12,-0.005512066335988933
S10,W118,unrelated,control,0.9249426975480984,4,60,443,1,14,0.6559358939826502
S10,W119,related,control,-0.2589413440745218,7,72,648,1,12,-0.005512066335988933
S10,W120,unrelated,control,-1.6613676983867645,7,92,634,0,7,-1.6591319671325866
S11,W001,unrelated,control,-0.9139392237197596,6,92,674,1,8,-1.328407986973267
S11,W002,related,control,0.1358238092024783,6,85,653,1,15,0.9866598741419697
S11,W003,unrelated,control,0.0968317689390009,5,32,752,1,13,0.3252119138233306
S11,W004,related,control,-1.3047661789528002,8,48,681,1,8,-1.328407986973267
S11,W005,unrelated,control,0.4824205120703297,7,93,706,1,15,0.9866598741419697
S11,W006,related,control,1.5453446713553585,5,3,845,1,18,1.9788318146199282
S11,W007,unrelated,control,-0.6150774716989514,7,25,785,1,8,-1.328407986973267
S11,W008,related,control,0.7371741115453434,5,117,917,1,14,0.6559358939826502
S11,W009,unrelated,control,0.4367971257492582,5,8,480,1,16,1.3173838543012892
S11,W010,related,control,0.5628372917200654,4,119,482,1,15,0.9866598741419697
S11,W011,unrelated,control,0.0928637611052042,5,91,708,1,16,1.3173838543012892
S11,W012,related,control,-1.017174296547943,7,56,774,1,5,-2.3205799274512255
S11,W013,unrelated,control,-0.1757199187168372,5,83,736,0,13,0.3252119138233306
S11,W014,related,control,-0.4670875917863192,7,78,728,1,10,-0.666960026654628
S11,W015,unrelated,control,0.6376366034140181,4,66,1105,0,13,0.3252119138233306
S11,W016,related,control,0.4758777000006875,6,77,482,1,15,0.9866598741419697
S11,W017,unrelated,control,-1.1004086247447586,7,46,1059,1,10,-0.666960026654628
S11,W018,related,control,-0.0732480440826994,5,45,687,0,11,-0.33623604649530847
S11,W019,unrelated,control,0.8377763169382735,5,69,918,0,17,1.6481078344606088
S11,W020,related,control,-0.10953246691453,6,60,444,1,13,0.3252119138233306
S11,W021,unrelated,control,0.1653741913649934,6,39,664,1,11,-0.33623604649530847
S11,W022,related,control,-1.5613246312784643,7,5,929,1,7,-1.6591319671325866
S11,W023,unrelated,control,1.5516882128257177,4,11,659,1,18,1.9788318146199282
S11,W024,related,control,0.6676736601563552,6,107,684,1,15,0.9866598741419697
S11,W025,unrelated,control,-1.1003524346233824,6,109,957,1,9,-0.9976840068139475
S11,W026,related,control,1.2547311434192785,5,52,883,1,15,0.9866598741419697
S11,W027,unrelated,control,0.2511535240099482,6,15,1099,1,11,-0.33623604649530847
S11,W028,related,control,-0.4744448584528069,6,13,736,1,10,-0.666960026654628
S11,W029,unrelated,control,-0.034955592045138,6,90,1091,1,11,-0.33623604649530847
S11,W030,related,control,-1.2168271291729122,6,20,569,1,9,-0.9976840068139475
S11,W031,unrelated,control,0.714619446660419,5,61,912,1,14,0.6559358939826502
S11,W032,related,control,-1.3165830605078477,6,27,843,1,10,-0.666960026654628
S11,W033,unrelated,control,-0.21523491523936,7,105,724,1,12,-0.005512066335988933
S11,W034,related,control,-0.8773992307693209,5,4,513,1,10,-0.666960026654628
S11,W035,unrelated,control,-0.5296422482991268,8,55,831,1,11,-0.33623604649530847
S11,W036,related,control,-0.1884520533183292,7,34,534,1,13,0.3252119138233306
S11,W037,unrelated,control,-1.1890454200315383,10,23,918,1,9,-0.9976840068139475
S11,W038,related,control,0.956289262928874,5,80,662,1,16,1.3173838543012892
S11,W039,unrelated,control,-1.409803501846958,9,65,733,1,9,-0.9976840068139475
S11,W040,related,control,0.0326171911239126,7,21,630,1,14,0.6559358939826502
S11,W041,unrelated,control,2.768124509357714,4,1,407,1,19,2.3095557947792478
S11,W042,related,control,-2.051321246725728,8,28,802,1,7,-1.6591319671325866
S11,W043,unrelated,control,-0.4642735130186097,7,67,817,1,12,-0.005512066335988933
S11,W044,related,control,-0.074692481078299,5,2,583,1,11,-0.33623604649530847
S11,W045,unrelated,control,-2.8603180515178988,8,22,1114,1,2,-3.312751867929184
S11,W046,related,control,0.2765126725847232,6,44,751,1,13,0.3252119138233306
S11,W047,unrelated,control,0.0194756794538221,6,98,843,1,11,-0.33623604649530847
S11,W048,related,control,0.9901168140194688,6,106,490,1,13,0.3252119138233306
S11,W049,unrelated,control,1.4263582067643383,5,33,580,1,18,1.9788318146199282
S11,W050,related,control,0.2830487228263371,5,9,599,1,16,1.3173838543012892
S11,W051,unrelated,control,0.2912642538060146,5,75,688,1,11,-0.33623604649530847
S11,W052,related,control,0.2221144455622858,6,31,729,1,14,0.6559358939826502
S11,W053,unrelated,control,1.5099166560295276,5,86,822,1,13,0.3252119138233306
S11,W054,related,control,-0.4557117009268119,7,18,746,1,10,-0.666960026654628
S11,W055,unrelated,control,-0.8565905568902926,6,112,1471,0,11,-0.33623604649530847
S11,W056,related,control,-1.5572563778362285,6,37,788,1,8,-1.328407986973267
S11,W057,unrelated,control,-0.9059093384605884,8,26,757,0,9,-0.9976840068139475
S11,W058,related,control,-1.6486942190789142,6,16,559,1,9,-0.9976840068139475
S11,W059,unrelated,control,-0.3001634484294758,6,87,671,1,12,-0.005512066335988933
S11,W060,related,control,-0.4724816193194414,5,71,706,0,12,-0.005512066335988933
S11,W061,unrelated,control,1.7395844656453046,5,54,736,1,19,2.3095557947792478
S11,W062,related,control,1.148113333746188,7,120,713,1,15,0.9866598741419697
S11,W063,unrelated,control,0.0350906934612753,6,100,539,1,15,0.9866598741419697
S11,W064,related,control,1.1068512013196057,4,35,583,1,14,0.6559358939826502
S11,W065,unrelated,control,-0.29377833954959,5,104,550,1,11,-0.33623604649530847
S11,W066,related,control,-0.8621267483079921,6,47,632,1,11,-0.33623604649530847
S11,W067,unrelated,control,-0.8004905870752745,5,17,841,1,9,-0.9976840068139475
S11,W068,related,control,-0.6822716459168946,6,19,573,1,11,-0.33623604649530847
S11,W069,unrelated,control,-2.306145484861042,8,63,1268,1,6,-1.9898559472919062
S11,W070,related,control,-0.4692453518743268,6,114,705,1,10,-0.666960026654628
S11,W071,unrelated,control,-0.7186668647491127,7,79,657,1,13,0.3252119138233306
S11,W072,related,control,-1.8666945779672184,6,82,1006,1,8,-1.328407986973267
S11,W073,unrelated,control,0.891632901440497,6,115,718,1,15,0.9866598741419697
S11,W074,related,control,0.0035851005184451,7,53,764,1,13,0.3252119138233306
S11,W075,unrelated,control,-0.8296935917886239,8,62,667,1,11,-0.33623604649530847
S11,W076,related,control,0.0063453267125901,6,70,610,1,11,-0.33623604649530847
S11,W077,unrelated,control,-1.3756874142011304,6,49,893,1,7,-1.6591319671325866
S11,W078,related,control,-1.493333612226836,10,102,780,1,8,-1.328407986973267
S11,W079,unrelated,control,0.1139469950564595,6,36,765,1,10,-0.666960026654628
S11,W080,related,control,0.4102184004835469,4,14,401,1,14,0.6559358939826502
S11,W081,unrelated,control,1.1191925348290213,6,103,589,1,17,1.6481078344606088
S11,W082,related,control,-0.0322703529262462,6,81,455,1,11,-0.33623604649530847
S11,W083,unrelated,control,0.1654914468887871,7,89,1181,1,14,0.6559358939826502
S11,W084,related,control,0.8719147743400757,7,7,541,1,12,-0.005512066335988933
S11,W085,unrelated,control,-0.8790583874314196,7,59,578,1,13,0.3252119138233306
S11,W086,related,control,-0.7905740078936522,7,110,566,1,8,-1.328407986973267
S11,W087,unrelated,control,0.5846936512450975,6,43,550,1,12,-0.005512066335988933
S11,W088,related,control,-0.8247875085796271,5,88,425,1,9,-0.9976840068139475
S11,W089,unrelated,control,-1.4798537261722209,8,12,839,1,10,-0.666960026654628
S11,W090,related,control,-0.5298687768050517,7,74,712,1,10,-0.666960026654628
S11,W091,unrelated,control,0.0199958773569514,6,68,668,1,13,0.3252119138233306
S11,W092,related,control,0.8827875457824161,5,97,560,1,16,1.3173838543012892
S11,W093,unrelated,control,-0.3951162220036792,6,95,681,1,11,-0.33623604649530847
S11,W094,related,control,-0.2729766410664055,6,58,717,1,14,0.6559358939826502
S11,W095,unrelated,control,-0.8951685051880719,8,99,991,1,9,-0.9976840068139475
S11,W096,related,control,-0.4092407736087192,8,96,936,1,11,-0.33623604649530847
S11,W097,unrelated,control,-0.0617302306989816,5,24,676,1,13,0.3252119138233306
S11,W098,related,control,-0.148276360874164,7,64,523,1,12,-0.005512066335988933
S11,W099,unrelated,control,-0.5593352549066585,6,113,697,1,11,-0.33623604649530847
S11,W100,related,control,0.942231995983134,6,73,674,1,14,0.6559358939826502
S11,W101,unrelated,control,-0.4764940879555429,6,42,983,1,11,-0.33623604649530847
S11,W102,related,control,0.2909020541309749,6,57,540,1,12,-0.005512066335988933
S11,W103,unrelated,control,-0.5886379098238127,8,50,711,1,9,-0.9976840068139475
S11,W104,related,control,-0.1214698405936154,5,10,566,1,11,-0.33623604649530847
S11,W105,unrelated,control,0.9039757269248688,7,29,539,1,16,1.3173838543012892
S11,W106,related,control,0.9500663306709668,5,38,729,1,14,0.6559358939826502
S11,W107,unrelated,control,-0.1048038833831658,7,108,787,1,14,0.6559358939826502
S11,W108,related,control,1.0859079831560388,6,6,565,0,17,1.6481078344606088
S11,W109,unrelated,control,1.4716210444039308,4,116,703,1,16,1.3173838543012892
S11,W110,related,control,-0.6985479929330615,5,40,1087,1,12,-0.005512066335988933
S11,W111,unrelated,control,0.0810520811925241,6,118,1043,1,12,-0.005512066335988933
S11,W112,related,control,-0.9707136954003068,6,76,648,1,12,-0.005512066335988933
S11,W113,unrelated,control,0.3016402314525866,7,101,614,1,12,-0.005512066335988933
S11,W114,related,control,0.2964810364202688,6,30,686,1,13,0.3252119138233306
S11,W115,unrelated,control,0.9454197977241208,5,41,652,1,14,0.6559358939826502
S11,W116,related,control,0.5722667365127202,5,94,742,1,13,0.3252119138233306
S11,W117,unrelated,control,-0.3562583501967622,6,72,833,1,12,-0.005512066335988933
S11,W118,related,control,0.9249426975480984,4,84,487,1,14,0.6559358939826502
S11,W119,unrelated,control,-0.2589413440745218,7,51,866,1,12,-0.005512066335988933
S11,W120,related,control,-1.6613676983867645,7,111,648,1,7,-1.6591319671325866
S12,W001,related,control,-0.9139392237197596,6,84,330,1,8,-1.328407986973267
S12,W002,unrelated,control,0.1358238092024783,6,120,338,1,15,0.9866598741419697
S12,W003,related,control,0.0968317689390009,5,10,354,1,13,0.3252119138233306
S12,W004,unrelated,control,-1.3047661789528002,8,82,516,1,8,-1.328407986973267
S12,W005,related,control,0.4824205120703297,7,73,426,1,15,0.9866598741419697
S12,W006,unrelated,control,1.5453446713553585,5,85,435,1,18,1.9788318146199282
S12,W007,related,control,-0.6150774716989514,7,57,537,1,8,-1.328407986973267
S12,W008,unrelated,control,0.7371741115453434,5,69,543,1,14,0.6559358939826502
S12,W009,related,control,0.4367971257492582,5,9,316,1,16,1.3173838543012892
S12,W010,unrelated,control,0.5628372917200654,4,17,307,1,15,0.9866598741419697
S12,W011,related,control,0.0928637611052042,5,52,376,1,16,1.3173838543012892
S12,W012,unrelated,control,-1.017174296547943,7,60,468,1,5,-2.3205799274512255
S12,W013,related,control,-0.1757199187168372,5,75,419,1,13,0.3252119138233306
S12,W014,unrelated,control,-0.4670875917863192,7,42,474,1,10,-0.666960026654628
S12,W015,related,control,0.6376366034140181,4,41,602,1,13,0.3252119138233306
S12,W016,unrelated,control,0.4758777000006875,6,61,375,1,15,0.9866598741419697
S12,W017,related,control,-1.1004086247447586,7,29,484,1,10,-0.666960026654628
S12,W018,unrelated,control,-0.0732480440826994,5,95,425,1,11,-0.33623604649530847
S12,W019,related,control,0.8377763169382735,5,36,604,1,17,1.6481078344606088
S12,W020,unrelated,control,-0.10953246691453,6,43,329,1,13,0.3252119138233306
S12,W021,related,control,0.1653741913649934,6,25,515,1,11,-0.33623604649530847
S12,W022,unrelated,control,-1.5613246312784643,7,15,690,1,7,-1.6591319671325866
S12,W023,related,control,1.5516882128257177,4,59,460,1,18,1.9788318146199282
S12,W024,unrelated,control,0.6676736601563552,6,53,483,1,15,0.9866598741419697
S12,W025,related,control,-1.1003524346233824,6,32,536,1,9,-0.9976840068139475
S12,W026,unrelated,control,1.2547311434192785,5,19,604,0,15,0.9866598741419697
S12,W027,related,control,0.2511535240099482,6,67,676,1,11,-0.33623604649530847
S12,W028,unrelated,control,-0.4744448584528069,6,27,468,1,10,-0.666960026654628
S12,W029,related,control,-0.034955592045138,6,48,471,1,11,-0.33623604649530847
S12,W030,unrelated,control,-1.2168271291729122,6,109,418,0,9,-0.9976840068139475
S12,W031,related,control,0.714619446660419,5,63,627,1,14,0.6559358939826502
S12,W032,unrelated,control,-1.3165830605078477,6,33,459,1,10,-0.666960026654628
S12,W033,related,control,-0.21523491523936,7,54,375,1,12,-0.005512066335988933
S12,W034,unrelated,control,-0.8773992307693209,5,101,329,1,10,-0.666960026654628
S12,W035,related,control,-0.5296422482991268,8,6,603,1,11,-0.33623604649530847
S12,W036,unrelated,control,-0.1884520533183292,7,87,364,1,13,0.3252119138233306
S12,W037,related,control,-1.1890454200315383,10,83,530,1,9,-0.9976840068139475
S12,W038,unrelated,control,0.956289262928874,5,47,426,1,16,1.3173838543012892
S12,W039,related,control,-1.409803501846958,9,20,297,1,9,-0.9976840068139475
S12,W040,unrelated,control,0.0326171911239126,7,104,406,0,14,0.6559358939826502
S12,W041,related,control,2.768124509357714,4,49,236,1,19,2.3095557947792478
S12,W042,unrelated,control,-2.051321246725728,8,28,603,1,7,-1.6591319671325866
S12,W043,related,control,-0.4642735130186097,7,116,372,1,12,-0.005512066335988933
S12,W044,unrelated,control,-0.074692481078299,5,117,406,1,11,-0.33623604649530847
S12,W045,related,control,-2.8603180515178988,8,103,459,1,2,-3.312751867929184
S12,W046,unrelated,control,0.2765126725847232,6,88,459,1,13,0.3252119138233306
S12,W047,related,control,0.0194756794538221,6,76,498,1,11,-0.33623604649530847
S12,W048,unrelated,control,0.9901168140194688,6,55,382,1,13,0.3252119138233306
S12,W049,related,control,1.4263582067643383,5,68,477,1,18,1.9788318146199282
S12,W050,unrelated,control,0.2830487228263371,5,118,384,1,16,1.3173838543012892
S12,W051,related,control,0.2912642538060146,5,5,358,1,11,-0.33623604649530847
S12,W052,unrelated,control,0.2221144455622858,6,14,457,1,14,0.6559358939826502
S12,W053,related,control,1.5099166560295276,5,90,387,1,13,0.3252119138233306
S12,W054,unrelated,control,-0.4557117009268119,7,51,458,1,10,-0.666960026654628
S12,W055,related,control,-0.8565905568902926,6,108,612,1,11,-0.33623604649530847
S12,W056,unrelated,control,-1.5572563778362285,6,24,553,1,8,-1.328407986973267
S12,W057,related,control,-0.9059093384605884,8,1,377,1,9,-0.9976840068139475
S12,W058,unrelated,control,-1.6486942190789142,6,77,383,1,9,-0.9976840068139475
S12,W059,related,control,-0.3001634484294758,6,115,380,1,12,-0.005512066335988933
S12,W060,unrelated,control,-0.4724816193194414,5,35,420,1,12,-0.005512066335988933
S12,W061,related,control,1.7395844656453046,5,93,481,1,19,2.3095557947792478
S12,W062,unrelated,control,1.148113333746188,7,45,433,1,15,0.9866598741419697
S12,W063,related,control,0.0350906934612753,6,50,319,1,15,0.9866598741419697
S12,W064,unrelated,control,1.1068512013196057,4,31,379,1,14,0.6559358939826502
S12,W065,related,control,-0.29377833954959,5,86,343,1,11,-0.33623604649530847
S12,W066,unrelated,control,-0.8621267483079921,6,94,390,1,11,-0.33623604649530847
S12,W067,related,control,-0.8004905870752745,5,13,589,1,9,-0.9976840068139475
S12,W068,unrelated,control,-0.6822716459168946,6,72,355,1,11,-0.33623604649530847
S12,W069,related,control,-2.306145484861042,8,92,543,1,6,-1.9898559472919062
S12,W070,unrelated,control,-0.4692453518743268,6,80,357,1,10,-0.666960026654628
S12,W071,related,control,-0.7186668647491127,7,58,352,1,13,0.3252119138233306
S12,W072,unrelated,control,-1.8666945779672184,6,46,625,1,8,-1.328407986973267
S12,W073,related,control,0.891632901440497,6,89,471,1,15,0.9866598741419697
S12,W074,unrelated,control,0.0035851005184451,7,71,483,1,13,0.3252119138233306
S12,W075,related,control,-0.8296935917886239,8,11,460,1,11,-0.33623604649530847
S12,W076,unrelated,control,0.0063453267125901,6,107,377,1,11,-0.33623604649530847
S12,W077,related,control,-1.3756874142011304,6,105,408,1,7,-1.6591319671325866
S12,W078,unrelated,control,-1.493333612226836,10,44,449,1,8,-1.328407986973267
S12,W079,related,control,0.1139469950564595,6,23,470,1,10,-0.666960026654628
S12,W080,unrelated,control,0.4102184004835469,4,12,302,1,14,0.6559358939826502
S12,W081,related,control,1.1191925348290213,6,99,373,1,17,1.6481078344606088
S12,W082,unrelated,control,-0.0322703529262462,6,111,390,1,11,-0.33623604649530847
S12,W083,related,control,0.1654914468887871,7,37,686,1,14,0.6559358939826502
S12,W084,unrelated,control,0.8719147743400757,7,114,358,1,12,-0.005512066335988933
S12,W085,related,control,-0.8790583874314196,7,2,350,1,13,0.3252119138233306
S12,W086,unrelated,control,-0.7905740078936522,7,102,566,1,8,-1.328407986973267
S12,W087,related,control,0.5846936512450975,6,56,298,1,12,-0.005512066335988933
S12,W088,unrelated,control,-0.8247875085796271,5,100,336,1,9,-0.9976840068139475
S12,W089,related,control,-1.4798537261722209,8,91,438,1,10,-0.666960026654628
S12,W090,unrelated,control,-0.5298687768050517,7,113,494,1,10,-0.666960026654628
S12,W091,related,control,0.0199958773569514,6,18,393,1,13,0.3252119138233306
S12,W092,unrelated,control,0.8827875457824161,5,38,447,1,16,1.3173838543012892
S12,W093,related,control,-0.3951162220036792,6,81,411,1,11,-0.33623604649530847
S12,W094,unrelated,control,-0.2729766410664055,6,64,529,1,14,0.6559358939826502
S12,W095,related,control,-0.8951685051880719,8,4,617,1,9,-0.9976840068139475
S12,W096,unrelated,control,-0.4092407736087192,8,110,864,1,11,-0.33623604649530847
S12,W097,related,control,-0.0617302306989816,5,7,393,1,13,0.3252119138233306
S12,W098,unrelated,control,-0.148276360874164,7,97,427,1,12,-0.005512066335988933
S12,W099,related,control,-0.5593352549066585,6,112,505,1,11,-0.33623604649530847
S12,W100,unrelated,control,0.942231995983134,6,74,416,1,14,0.6559358939826502
S12,W101,related,control,-0.4764940879555429,6,40,501,1,11,-0.33623604649530847
S12,W102,unrelated,control,0.2909020541309749,6,39,433,1,12,-0.005512066335988933
S12,W103,related,control,-0.5886379098238127,8,98,479,1,9,-0.9976840068139475
S12,W104,unrelated,control,-0.1214698405936154,5,66,338,1,11,-0.33623604649530847
S12,W105,related,control,0.9039757269248688,7,78,448,1,16,1.3173838543012892
S12,W106,unrelated,control,0.9500663306709668,5,22,483,1,14,0.6559358939826502
S12,W107,related,control,-0.1048038833831658,7,3,406,1,14,0.6559358939826502
S12,W108,unrelated,control,1.0859079831560388,6,79,279,1,17,1.6481078344606088
S12,W109,related,control,1.4716210444039308,4,34,488,1,16,1.3173838543012892
S12,W110,unrelated,control,-0.6985479929330615,5,8,641,1,12,-0.005512066335988933
S12,W111,related,control,0.0810520811925241,6,26,733,1,12,-0.005512066335988933
S12,W112,unrelated,control,-0.9707136954003068,6,119,447,1,12,-0.005512066335988933
S12,W113,related,control,0.3016402314525866,7,65,361,1,12,-0.005512066335988933
S12,W114,unrelated,control,0.2964810364202688,6,62,356,1,13,0.3252119138233306
S12,W115,related,control,0.9454197977241208,5,70,339,1,14,0.6559358939826502
S12,W116,unrelated,control,0.5722667365127202,5,106,445,1,13,0.3252119138233306
S12,W117,related,control,-0.3562583501967622,6,21,568,1,12,-0.005512066335988933
S12,W118,unrelated,control,0.9249426975480984,4,30,226,1,14,0.6559358939826502
S12,W119,related,control,-0.2589413440745218,7,96,469,1,12,-0.005512066335988933
S12,W120,unrelated,control,-1.6613676983867645,7,16,456,1,7,-1.6591319671325866
S13,W001,unrelated,control,-0.9139392237197596,6,62,643,1,8,-1.328407986973267
S13,W002,related,control,0.1358238092024783,6,51,497,1,15,0.9866598741419697
S13,W003,unrelated,control,0.0968317689390009,5,48,629,1,13,0.3252119138233306
S13,W004,related,control,-1.3047661789528002,8,36,664,1,8,-1.328407986973267
S13,W005,unrelated,control,0.4824205120703297,7,102,524,1,15,0.9866598741419697
S13,W006,related,control,1.5453446713553585,5,109,739,1,18,1.9788318146199282
S13,W007,unrelated,control,-0.6150774716989514,7,45,825,1,8,-1.328407986973267
S13,W008,related,control,0.7371741115453434,5,92,813,1,14,0.6559358939826502
S13,W009,unrelated,control,0.4367971257492582,5,37,561,1,16,1.3173838543012892
S13,W010,related,control,0.5628372917200654,4,72,418,1,15,0.9866598741419697
S13,W011,unrelated,control,0.0928637611052042,5,6,630,1,16,1.3173838543012892
S13,W012,related,control,-1.017174296547943,7,65,673,1,5,-2.3205799274512255
S13,W013,unrelated,control,-0.1757199187168372,5,120,541,1,13,0.3252119138233306
S13,W014,related,control,-0.4670875917863192,7,44,599,1,10,-0.666960026654628
S13,W015,unrelated,control,0.6376366034140181,4,93,803,1,13,0.3252119138233306
S13,W016,related,control,0.4758777000006875,6,90,578,1,15,0.9866598741419697
S13,W017,unrelated,control,-1.1004086247447586,7,8,888,1,10,-0.666960026654628
S13,W018,related,control,-0.0732480440826994,5,32,475,1,11,-0.33623604649530847
S13,W019,unrelated,control,0.8377763169382735,5,108,736,1,17,1.6481078344606088
S13,W020,related,control,-0.10953246691453,6,28,439,1,13,0.3252119138233306
S13,W021,unrelated,control,0.1653741913649934,6,21,630,1,11,-0.33623604649530847
S13,W022,related,control,-1.5613246312784643,7,34,878,0,7,-1.6591319671325866
S13,W023,unrelated,control,1.5516882128257177,4,25,587,1,18,1.9788318146199282
S13,W024,related,control,0.6676736601563552,6,88,616,1,15,0.9866598741419697
S13,W025,unrelated,control,-1.1003524346233824,6,96,864,0,9,-0.9976840068139475
S13,W026,related,control,1.2547311434192785,5,22,867,1,15,0.9866598741419697
S13,W027,unrelated,control,0.2511535240099482,6,1,881,1,11,-0.33623604649530847
S13,W028,related,control,-0.4744448584528069,6,9,593,1,10,-0.666960026654628
S13,W029,unrelated,control,-0.034955592045138,6,16,731,1,11,-0.33623604649530847
S13,W030,related,control,-1.2168271291729122,6,95,531,1,9,-0.9976840068139475
S13,W031,unrelated,control,0.714619446660419,5,33,861,1,14,0.6559358939826502
S13,W032,related,control,-1.3165830605078477,6,20,674,1,10,-0.666960026654628
S13,W033,unrelated,control,-0.21523491523936,7,116,523,1,12,-0.005512066335988933
S13,W034,related,control,-0.8773992307693209,5,117,472,1,10,-0.666960026654628
S13,W035,unrelated,control,-0.5296422482991268,8,68,720,1,11,-0.33623604649530847
S13,W036,related,control,-0.1884520533183292,7,61,521,1,13,0.3252119138233306
S13,W037,unrelated,control,-1.1890454200315383,10,111,695,1,9,-0.9976840068139475
S13,W038,related,control,0.956289262928874,5,82,539,1,16,1.3173838543012892
S13,W039,unrelated,control,-1.409803501846958,9,67,644,1,9,-0.9976840068139475
S13,W040,related,control,0.0326171911239126,7,26,597,1,14,0.6559358939826502
S13,W041,unrelated,control,2.768124509357714,4,53,297,1,19,2.3095557947792478
S13,W042,related,control,-2.051321246725728,8,14,652,0,7,-1.6591319671325866
S13,W043,unrelated,control,-0.4642735130186097,7,84,644,1,12,-0.005512066335988933
S13,W044,related,control,-0.074692481078299,5,59,623,1,11,-0.33623604649530847
S13,W045,unrelated,control,-2.8603180515178988,8,41,1099,1,2,-3.312751867929184
S13,W046,related,control,0.2765126725847232,6,23,580,1,13,0.3252119138233306
S13,W047,unrelated,control,0.0194756794538221,6,5,845,1,11,-0.33623604649530847
S13,W048,related,control,0.9901168140194688,6,42,691,1,13,0.3252119138233306
S13,W049,unrelated,control,1.4263582067643383,5,12,505,1,18,1.9788318146199282
S13,W050,related,control,0.2830487228263371,5,105,427,1,16,1.3173838543012892
S13,W051,unrelated,control,0.2912642538060146,5,104,612,1,11,-0.33623604649530847
S13,W052,related,control,0.2221144455622858,6,3,648,1,14,0.6559358939826502
